ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
621,ops_ru_ag,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,135,98.758,False,False,False,False,1.0,,,,,,,,,
622,ops_ru_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1420,86.938,False,False,False,False,1 | 0 | Aa,3.0,1.0,0.0,1419.0,1.0,2.0,False,0.0,
623,ops_ru_resection,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,3,99.972,False,False,False,False,1.0,,,,,,,,,
624,ops_skin_to_skin_min,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,117,98.924,True,False,False,False,50.0 | 55.0 | 105.0 | 85.0 | 110.0,,,,,,,,,
625,ops_supranumerary_para,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,13,99.88,False,False,False,False,3 x right parathyroid glands noted (RM); | 3x right Parathyroids | 3 x Right Parathyroids; | ( 3 x left para glands) | LU not found; reported LM present,13.0,13.0,0.0,0.0,13.0,0.0,False,0.0,
626,ops_surg_date,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,8732,19.676,False,True,False,False,03/29/2000 | 09/27/2000 | 07/11/2000 | 07/03/2007 | 03/13/2007,3815.0,1.0,0.0,0.0,8732.0,0.0,False,8731.0,
627,ops_surgeon,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,8591,20.973,False,False,False,False,"WEBER, COLLIN JAMES | SHARMA, JYOTIRMAY | MILLER, DANIEL LEE | GRIST, WILLIAM JAMES | SMITH, C DANIEL",142.0,8591.0,0.0,0.0,8591.0,0.0,False,0.0,
628,ops_thyroid_scintigraphy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1,99.991,False,False,False,False,"8/9/1999
Cold nodule preop",1.0,1.0,0.0,0.0,1.0,0.0,False,0.0,
629,ops_tumor_side,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1832,83.148,False,False,False,False,LL | RL | Isthmus | Bilateral | Right Lobe,34.0,1830.0,0.0,0.0,1832.0,0.0,False,0.0,
630,path_gross_ete_flag,BIGINT,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,BIGINT,True,10871,983,90.958,False,False,False,True,1,,,,,,,,,
637,perineural_invasion,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154c PNI). Perineural axis + pni_refined_v6 cleaning rule (Phase-6 lineage). CF-mig154-PM-PNIANY-VS-EVENT-PRESENT; CF-mig154-PM-PNI-POSITIVE-WIDER-THAN-EVENT; CF-mig154-COHORT-NEAR-UNIFORM-TRUE-pni_positive (0 explicit FALSE rows).,VARCHAR,True,10871,1438,86.772,False,False,False,False,x | present | indeterminate | focal | c/a,5.0,1438.0,0.0,0.0,1438.0,0.0,False,0.0,
638,pet_distant_met_sites,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,VARCHAR,True,10871,130,98.804,False,False,False,False,"liver,lung,mediastinal_ln | mediastinal_ln,other | lung,mediastinal_ln,other | liver,lung,mediastinal_ln,other | mediastinal_ln",30.0,130.0,0.0,0.0,130.0,0.0,False,0.0,
639,pet_distant_mets_ever,BOOLEAN,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,BOOLEAN,True,10871,282,97.406,False,False,False,False,True | False,,,,,,,,,
640,pet_fdg_avid_cervical_ln_ever,BOOLEAN,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,BOOLEAN,True,10871,278,97.443,False,False,False,False,True | False,,,,,,,,,
641,pet_fdg_avid_thyroid_bed_ever,BOOLEAN,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,BOOLEAN,True,10871,263,97.581,False,False,False,False,True | False,,,,,,,,,
642,pet_first_date,DATE,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**. | mig_146b (2026-04-29): VARCHAR -> DATE retype (CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR CLOSED). Source format MM/DD/YYYY (4-digit year), all 290+289 non-null values parseable. Pre-snapshot in archive_pub_v1_0.canonical_patient_master_pre_mig146b_147b_dates_20260429.",DATE,True,10871,290,97.332,False,True,False,False,2024-08-30 | 2024-12-04 | 2024-11-27 | 2023-03-06 | 2020-12-07,,,,,,,,,
643,pet_has_data,BOOLEAN,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,BOOLEAN,True,10871,339,96.882,False,False,False,False,True,,,,,,,,,
644,pet_impression_last,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,VARCHAR,True,10871,286,97.369,False,False,False,False,"Positive PET/CT with stable intensely FDG avid left thyroid lobe nodule (SUV ma… | Intensely FDG-avid right retropharyngeal and right upper paratracheal lymph nod… | Similar to slight decrease in mild curvilinear FDG activity in the isthmus, lik… | FDG-avid heterogeneous left thyroid gland activity. Improved lymph node dimensi… | Grossly stable FDG PET/CT in patient with history of pancreatic head adenocarci…",286.0,286.0,27.0,0.0,286.0,0.0,False,0.0,
645,pet_indication_first,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,VARCHAR,True,10871,291,97.323,False,False,False,False,"Breast cancer. Reevaluation of disease status. | High-grade papillary thyroid carcinoma, status post total thyroidectomy and bil… | Papillary thyroid carcinoma with second recurrence of cancer s/p surgery and I-… | Lymphadenopathy; FDG PET/CT for initial treatment strategy. | pancreatic head adenocarcinoma s/p Whipple currently on adjuvant Gemzar/Xeloda …",288.0,291.0,35.0,0.0,291.0,0.0,False,0.0,
646,pet_last_date,DATE,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**. | mig_146b (2026-04-29): VARCHAR -> DATE retype (CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR CLOSED). Source format MM/DD/YYYY (4-digit year), all 290+289 non-null values parseable. Pre-snapshot in archive_pub_v1_0.canonical_patient_master_pre_mig146b_147b_dates_20260429.",DATE,True,10871,289,97.342,False,True,False,False,2024-12-06 | 2024-12-04 | 2025-01-21 | 2024-11-13 | 2022-07-11,,,,,,,,,
647,pet_n_exams,BIGINT,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,BIGINT,True,10871,291,97.323,False,False,True,False,2 | 1 | 6 | 3 | 4,,,,,,,,,
648,pet_overall_worst,VARCHAR,verified,severity_ladder_aggregate_worst,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 ordinal worst-of-exams rollup (MRI thyroid assessment dominance ladder; PET LLM `overall_assessment` ladder from 216b B1 aggregated per research_id — see extractor hierarchy strings).,VARCHAR,True,10871,291,97.323,False,False,False,False,local_recurrence | regional_metastasis | distant_metastasis | not_thyroid_related | no_evidence_of_disease,7.0,291.0,0.0,0.0,291.0,0.0,False,0.0,
649,pet_radiotracer_primary,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,VARCHAR,True,10871,284,97.388,False,False,False,False,FDG | GA68 | other | DOTATATE | Rb-82,5.0,284.0,0.0,0.0,284.0,0.0,False,0.0,
650,pet_suv_max_cervical_ln,DOUBLE,verified,pet_suv_quantitative_max_per_pt,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET SUV. Max over per-exam LLM `suv_max` fields (thyroid bed + cervical LN). See **`CF-mig146-PET-SUV-NOT-IMAGING-PRIMARY`** if DICOM SUV is required downstream.,DOUBLE,True,10871,100,99.08,True,False,False,False,4.2 | 44.5 | 2.2 | 6.3 | 15.7,,,,,,,,,
651,pet_suv_max_thyroid_bed,DOUBLE,verified,pet_suv_quantitative_max_per_pt,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET SUV. Max over per-exam LLM `suv_max` fields (thyroid bed + cervical LN). See **`CF-mig146-PET-SUV-NOT-IMAGING-PRIMARY`** if DICOM SUV is required downstream.,DOUBLE,True,10871,173,98.409,True,False,False,False,15.63 | 4.6 | 8.1 | 3.0 | 18.1,,,,,,,,,
652,pmhx_llm_extraction_method,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,VARCHAR,True,10871,290,97.332,False,False,False,False,qwen3_32b,1.0,290.0,0.0,0.0,290.0,0.0,False,0.0,
653,pmhx_llm_mean_confidence,DOUBLE,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,DOUBLE,True,10871,290,97.332,True,False,False,False,0.95 | 0.8633333333333333 | 0.9333333333333332 | 0.98 | 0.97,,,,,,,,,
654,pmhx_llm_min_confidence,DOUBLE,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,DOUBLE,True,10871,290,97.332,True,False,False,False,0.95 | 0.8 | 0.9 | 0.98 | 0.96,,,,,,,,,
656,pmhx_llm_note_types,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,VARCHAR,True,10871,290,97.332,False,False,False,False,"h_p | history_summary | other_notes,endocrine_note | endocrine_note | other_history",11.0,290.0,0.0,0.0,290.0,0.0,False,0.0,
657,pmhx_nlp_afib,BOOLEAN,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BOOLEAN,True,10871,3895,64.171,False,False,False,False,False | True,,,,,,,,,
658,pmhx_nlp_afib_n_mentions,BIGINT,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BIGINT,True,10871,3895,64.171,False,False,True,False,0 | 1 | 2 | 3,,,,,,,,,
659,pmhx_nlp_asthma,BOOLEAN,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BOOLEAN,True,10871,3895,64.171,False,False,False,False,False | True,,,,,,,,,
660,pmhx_nlp_asthma_n_mentions,BIGINT,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BIGINT,True,10871,3895,64.171,False,False,True,False,0 | 1 | 2 | 3 | 4,,,,,,,,,
661,pmhx_nlp_autoimmune_thyroid_hx,BOOLEAN,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BOOLEAN,True,10871,290,97.332,False,False,False,False,False | True,,,,,,,,,
662,pmhx_nlp_autoimmune_thyroid_hx_n_mentions,BIGINT,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BIGINT,True,10871,290,97.332,False,False,True,False,0 | 1 | 2 | 4,,,,,,,,,
663,pmhx_nlp_breast_cancer,BOOLEAN,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BOOLEAN,True,10871,3895,64.171,False,False,False,False,False | True,,,,,,,,,
664,pmhx_nlp_breast_cancer_n_mentions,BIGINT,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BIGINT,True,10871,3895,64.171,False,False,True,False,0 | 1 | 2 | 4 | 3,,,,,,,,,
665,pmhx_nlp_cad,BOOLEAN,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,BOOLEAN,True,10871,3895,64.171,False,False,False,False,False | True,,,,,,,,,
