ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
678,pmhx_nlp_extraction_method,VARCHAR,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,10871,6976,3895,1,1,0,0,0,3895,0,64.171,100.0,0.026,degenerate_single_value,provenance,True,0,0
698,pmhx_nlp_note_types,VARCHAR,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,10871,6976,3895,51,51,0,0,0,2557,0,64.171,65.648,1.309,controlled_vocab_candidate_large,other,True,33,33
709,pmhx_nlp_smoking_status,VARCHAR,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,10871,10851,20,12,10,0,0,6,7,2,99.816,35.0,50.0,controlled_vocab_candidate,other,True,0,2
711,pni_refined_v6,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154c PNI). Perineural axis + pni_refined_v6 cleaning rule (Phase-6 lineage). CF-mig154-PM-PNIANY-VS-EVENT-PRESENT; CF-mig154-PM-PNI-POSITIVE-WIDER-THAN-EVENT; CF-mig154-COHORT-NEAR-UNIFORM-TRUE-pni_positive (0 explicit FALSE rows).,10871,9384,1487,3,3,0,0,0,1480,0,86.321,99.529,0.202,controlled_vocab_candidate,other,True,0,0
718,postop_calcium_source_reliability,VARCHAR,verified,derivation_vs_canonical_labs_postop_window_script211_53,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429, | mig_150 para/postop/TP cluster (Lane 40). postop_* from expanded labs + biochemical flags (<15 pg/mL PTH / <8 mg/dL Ca Script-53 lineage); ionized_ca min + presence sentinel.,10871,10312,559,7,7,0,0,0,500,0,94.858,89.445,1.252,possible_enum_review,provenance,True,2,2
724,postop_pth_source_reliability,VARCHAR,verified,derivation_vs_canonical_labs_postop_window_script211_53,mig_150_patient_master_parathyroid_postop_tp_cluster_20260429," | mig_150 para/postop/TP cluster (Lane 40). postop_* from expanded labs + biochemical flags (<15 pg/mL PTH / <8 mg/dL Ca Script-53 lineage); ionized_ca min + presence sentinel. | mig_150b: CF-mig150-PTH-MULTI-SOURCE-DERIVATION — Cowork spot-check 10 random rids found canonical_labs_pth_v1.value_numeric MATCHES PM where lab-feed data exists (e.g. 38=38, 21=21) BUT 8/10 rids have non-null pth_nadir with NULL canonical_labs_pth_v1 row. Multi-source resolution layer: canonical_labs_pth_v1 (structured lab feed, ~20% pts) + NLP-extracted PTH from notes (~80% pts, source not in main schema — likely deprecated post-script-347 ingestion). Values are correct where checked; methodology label is partial-truth. Re-derive lineage when notes-PTH source is restored or canonicalized.",10871,10198,673,6,6,0,0,0,655,0,93.809,97.325,0.892,possible_enum_review,provenance,True,3,3
727,prm_ete_imaging_path_concordance,VARCHAR,verified,prm_rule_concordance_chain,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). PRM categorical chain replay vs publication PM build (prm_ete_rule_applied x_to_microscopic/present_to_microscopic; prm_ete_imaging_path_concordance often insufficient_data — imaging-path concordance deferred CF-mig140-PM-ETE-IMAGING-UPSTREAM-PENDING). | CF-mig140-PM-ETE-IMAGING-UPSTREAM-PENDING: prm_ete_imaging_path_concordance relies on mixed imaging/path substrate; insufficient_data prevalence expected until imaging ETE SSOT structured.,10871,6841,4030,1,1,0,0,0,4030,0,62.929,100.0,0.025,degenerate_single_value,other,True,0,0
729,prm_ete_rule_applied,VARCHAR,verified,prm_rule_concordance_chain,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). PRM categorical chain replay vs publication PM build (prm_ete_rule_applied x_to_microscopic/present_to_microscopic; prm_ete_imaging_path_concordance often insufficient_data — imaging-path concordance deferred CF-mig140-PM-ETE-IMAGING-UPSTREAM-PENDING).,10871,7323,3548,2,2,0,0,0,3289,0,67.363,92.7,0.056,controlled_vocab_candidate,other,True,0,0
732,prm_fna_source_tables,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,5605,5266,1,1,0,0,0,5266,0,51.559,100.0,0.019,degenerate_single_value,provenance,True,0,0
739,prm_imaging_data_completeness,VARCHAR,verified,prm_rule_imaging_completeness_chain,mig_144_patient_master_us_imaging_cluster_20260429, | mig_144 **`prm_imaging_data_completeness`** — deterministic VARCHAR snapshot propagated from consolidated PRM rule stack at canonical PM freeze; upstream `patient_refined_master_clinical_v12` now **archived** — **(CF-mig144-PRM-IMAGING-SNAPSHOT-ARCHIVED)** prevents drift replay until replacement master PRM ingest ships.,10871,6841,4030,1,1,0,0,0,4030,0,62.929,100.0,0.025,degenerate_single_value,risk_scoring,True,0,0
741,prm_margin_confidence,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,6914,3957,3,3,0,0,0,2392,0,63.6,60.45,0.076,possible_enum_review,other,True,0,0
742,prm_margin_source,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,6914,3957,1,1,0,0,0,3957,0,63.6,100.0,0.025,degenerate_single_value,provenance,True,0,0
743,prm_margin_with_gross_ete,VARCHAR,verified,prm_rule_concordance_chain,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). PRM categorical chain replay vs publication PM build (prm_ete_rule_applied x_to_microscopic/present_to_microscopic; prm_ete_imaging_path_concordance often insufficient_data — imaging-path concordance deferred CF-mig140-PM-ETE-IMAGING-UPSTREAM-PENDING).,10871,6914,3957,2,2,0,0,0,3931,0,63.6,99.343,0.051,controlled_vocab_candidate,other,True,0,0
744,prm_molecular_risk_category,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,847,10024,3,3,0,0,0,9725,0,7.791,97.017,0.03,controlled_vocab_candidate,risk_scoring,True,1,1
746,prm_recurrence_detection_category,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,0,10871,4,4,0,0,0,8885,0,0.0,81.731,0.037,controlled_vocab_candidate,recurrence_survival,True,0,0
747,prm_rln_worst_grade,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,0,10871,4,4,0,0,0,10846,0,0.0,99.77,0.037,controlled_vocab_candidate,other,True,2,2
748,prm_size_concordance,VARCHAR,verified,internal_consistency_prm_rule_master_v1,mig_156_patient_master_framework_provenance_cluster_20260429, | mig_156 framework cluster (156b PRM). Patient-rule-master rollups from canonical_fna_events_v1 spine for first/last FNA calendar dates + margins/recurrence facets; cf. CF-mig156-COHORT-UNIFORM-FALSE-prm_high_risk_marker_any.,10871,6841,4030,1,1,0,0,0,4030,0,62.929,100.0,0.025,degenerate_single_value,other,True,0,0
751,proc_nlp_extraction_method,VARCHAR,verified,extraction_faithfulness_vs_note_entities_procedures_script215,mig_151_patient_master_meds_radtx_proc_cluster_20260429, | mig_151 proc_nlp_* (Lane 41). Regex patient rollup vs note_entities_procedures; proc_nlp_lateral_neck_dissection verified separately; canonical_operative_procedure_codes_v1 = mention+linkage grain (CF-mig151-PROC-NLP-VS-CODES-GRAIN).,10871,6160,4711,1,1,0,0,0,4711,0,56.665,100.0,0.021,degenerate_single_value,provenance,True,0,0
759,proc_nlp_note_types,VARCHAR,verified,extraction_faithfulness_vs_note_entities_procedures_script215,mig_151_patient_master_meds_radtx_proc_cluster_20260429, | mig_151 proc_nlp_* (Lane 41). Regex patient rollup vs note_entities_procedures; proc_nlp_lateral_neck_dissection verified separately; canonical_operative_procedure_codes_v1 = mention+linkage grain (CF-mig151-PROC-NLP-VS-CODES-GRAIN).,10871,6160,4711,62,62,0,0,0,1402,0,56.665,29.76,1.316,controlled_vocab_candidate_large,other,True,45,45
764,pshx_llm_extraction_method,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_surgical_hx (215); provenance passthrough.,10871,9007,1864,1,1,0,0,0,1864,0,82.853,100.0,0.054,degenerate_single_value,provenance,True,0,0
768,pshx_llm_note_types,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_surgical_hx (215); provenance passthrough.,10871,9007,1864,18,18,0,0,0,1250,0,82.853,67.06,0.966,controlled_vocab_candidate,other,True,8,8
785,race,VARCHAR,verified,derivation_vs_clinical_master_demographics,mig_143_patient_master_small_clusters_bundle_20260429, | mig_143 demographics shard. sex/race passthrough cohort spine + normalized enums; combined with derivation_ages_arithmetic / derivation_bmi_hierarchy overlays.,10871,9,10862,8,8,0,0,10862,5266,0,0.083,48.481,0.074,controlled_vocab_candidate,demographics,True,0,0
786,radtx_llm_extraction_method,VARCHAR,verified,extraction_faithfulness_vs_archive_pub_v1_0_note_entities_llm_rad_treatment_pre251_20260417T012311Z_script215,mig_151_patient_master_meds_radtx_proc_cluster_20260429, | mig_151 radtx remainder (Lane 41). Tier-1 LLM SSOT; radtx_nlp_rai_ablation* already verified (sibling). Includes RAI-prep NLP flags in same bundle as EBRT flag. | mig_151b: CF-mig151-RADTX-UPSTREAM-ARCHIVED — verification_method renamed to explicit archive snapshot. Live `main` schema has no `note_entities_llm_rad_treatment` (archived pre-script-251). Cols carry data extracted from the pre-archive Tier-1 snapshot.,10871,10661,210,1,1,0,0,0,210,0,98.068,100.0,0.476,degenerate_single_value,provenance,True,0,0
798,rai_dose_confidence_worst,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI dose chain. PM dose metadata + cumulative vs episode SUM with 4pt withhold CF; rai_dose_v9 version-pinned; threshold ~1000 mCi extreme.,10871,10622,249,7,7,0,0,0,138,0,97.71,55.422,2.811,possible_enum_review,treatment,True,2,2
799,rai_dose_linkage,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI dose chain. PM dose metadata + cumulative vs episode SUM with 4pt withhold CF; rai_dose_v9 version-pinned; threshold ~1000 mCi extreme.,10871,10595,276,3,3,0,0,0,133,0,97.461,48.188,1.087,controlled_vocab_candidate,treatment,True,0,0
800,rai_dose_source,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI dose chain. PM dose metadata + cumulative vs episode SUM with 4pt withhold CF; rai_dose_v9 version-pinned; threshold ~1000 mCi extreme.,10871,10595,276,8,8,0,0,0,100,0,97.461,36.232,2.899,possible_enum_review,treatment,True,3,3
808,rai_intent_list,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429," | mig_142 RAI intent & workflow. Aggregated STRING_AGG / DISTINCT counts from episode row set; rai_intent_v9 version-pinned. | mig_142b: CF-mig142-VALUE-DEGENERATE-UPSTREAM-rai_intent_list — 1 distinct value (""unknown"") across all 862 non-null. Extraction-faithful from upstream rai_treatment_episode_v2.rai_intent which is 100% ""unknown"" (1857/1857) — derived col rai_intent_v9 has 5 distinct values (ablation, adjuvant, remnant_ablation, therapeutic, unknown) and is the analytic SSOT. rai_intent_list useful as raw-aggregate provenance only. Keep verified informational.",10871,10009,862,1,1,0,0,0,862,0,92.071,100.0,0.116,degenerate_single_value,treatment,True,0,0
809,rai_intent_v9,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI intent & workflow. Aggregated STRING_AGG / DISTINCT counts from episode row set; rai_intent_v9 version-pinned.,10871,10595,276,5,5,0,0,0,165,0,97.461,59.783,1.812,controlled_vocab_candidate,treatment,True,0,0
816,rai_scan_findings_v9,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI intent & workflow. Aggregated STRING_AGG / DISTINCT counts from episode row set; rai_intent_v9 version-pinned.,10871,10344,527,187,187,0,0,27,166,0,95.152,31.499,35.484,high_cardinality_text,treatment,False,0,0
820,rai_validation_tier,VARCHAR,verified,patient_level_aggregate_rai_per_episode,mig_142_patient_master_rai_cluster_20260429, | mig_142 RAI intent & workflow. Aggregated STRING_AGG / DISTINCT counts from episode row set; rai_intent_v9 version-pinned.,10871,10009,862,3,3,0,0,0,821,0,92.071,95.244,0.348,possible_enum_review,treatment,True,0,0
824,ras_primary_subtype_v11,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10555,316,3,3,0,0,316,196,0,97.093,62.025,0.949,controlled_vocab_candidate,molecular,True,0,0
825,ras_protein_change_v11,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10816,55,8,7,0,0,55,39,1,99.494,70.909,12.727,controlled_vocab_candidate,molecular,True,0,1
827,ras_resolution_source_v13,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10837,34,3,3,0,0,0,21,0,99.687,61.765,8.824,free_text_or_identifier,molecular,False,0,0
829,ras_resolved_gene_v13,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10837,34,3,3,0,0,34,19,0,99.687,55.882,8.824,controlled_vocab_candidate,molecular,True,0,0
830,ras_resolved_variant_v13,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10854,17,3,3,0,0,17,14,0,99.844,82.353,17.647,controlled_vocab_candidate,histology,True,0,0
831,ras_subtype,VARCHAR,verified,patient_level_aggregate_per_gene_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). RAS: v2 BOOL_OR(ras_flag OR subtype) vs PM flags — 82-patient (0.75%) v2-only delta documented (≤5% gate); v11/v13 refinement columns phase-pinned.,10871,10697,174,3,3,0,0,174,99,0,98.399,56.897,1.724,controlled_vocab_candidate,molecular,True,0,0
834,rec_source_table,VARCHAR,verified,cross_check_event_grain_inner_join_cast_varchar,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). rec_* provenance tiers from recurrence classification overlays (Script 224 lineage / patient-spine merges); INNER JOIN probes CAST(rid AS VARCHAR) per recurrence family cross-check doctrine.,10871,8925,1946,2,2,0,0,0,1818,0,82.099,93.422,0.103,possible_enum_review,provenance,True,0,0
837,recurrence_data_confidence,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,0,10871,3,3,0,0,10871,10126,0,0.0,93.147,0.028,possible_enum_review,risk_scoring,True,0,0
